,Trait,study,mgid,Designations,predicted.value,std.error,Reliability
1584,GYKGPHA,Burundi - Irrigated_2018WS,4608486,IR115838:5-5-5,5369.973868,435.4124809,0.485222725
1585,GYKGPHA,Burundi - Irrigated_2018WS,300100422,IR103805-B-B-2-2,4754.385858,427.4484829,0.505602398
1586,GYKGPHA,Burundi - Irrigated_2018WS,2723508,IR84878-B-60-4-1,4861.905944,402.082197,0.562900055
1587,GYKGPHA,Burundi - Irrigated_2018WS,300099924,IR103394-B-B-1-2,4908.430557,434.1596076,0.490203578
1588,GYKGPHA,Burundi - Irrigated_2018WS,4536811,PIR-26>C0-2071-1-4-2-1,5153.21175,440.5555792,0.477917273
1589,GYKGPHA,Burundi - Irrigated_2018WS,300719618,IR117824-B-50-1-2-5,5179.861098,384.7388525,0.603280283
1590,GYKGPHA,Burundi - Irrigated_2018WS,4019170,SALT TOL SIN THWE LATT,5169.937637,443.6197909,0.466428417
1591,GYKGPHA,Burundi - Irrigated_2018WS,1161411,IR74371-54-1-1,4235.847478,371.2822614,0.620647668
1592,GYKGPHA,Burundi - Irrigated_2018WS,2697338,IR10N237,5315.175589,428.4008221,0.506723788
1593,GYKGPHA,Burundi - Irrigated_2018WS,4392936,IR15A1479,5440.49258,407.6666643,0.544717725
1594,GYKGPHA,Burundi - Irrigated_2018WS,300100050,IR103412-B-B-1-2,4582.942935,417.1622907,0.528790108
1595,GYKGPHA,Burundi - Irrigated_2018WS,3022947,IR11A282,5542.396293,413.2012176,0.537830426
1596,GYKGPHA,Burundi - Irrigated_2018WS,4270335,IR96321-1447-651-B-1-1-2,4920.667196,348.6104085,0.675231429
1597,GYKGPHA,Burundi - Irrigated_2018WS,1320705,IR80312-6-B-3-2-B,4563.914116,397.8281721,0.57534463
1598,GYKGPHA,Burundi - Irrigated_2018WS,3874531,IR93346:1-B-13-7-6-1RGA-2RGA-1-B,5001.806185,446.2347387,0.468072265
1599,GYKGPHA,Burundi - Irrigated_2018WS,3592044,IR13N131,5463.167951,410.262861,0.544985665
1600,GYKGPHA,Burundi - Irrigated_2018WS,3040955,IR86384-55-2-1-B,5130.443005,379.155373,0.613410046
1601,GYKGPHA,Burundi - Irrigated_2018WS,300718957,IR118178-B-38-5-1-5,5007.010044,423.8524069,0.512920139
1602,GYKGPHA,Burundi - Irrigated_2018WS,2652472,IR83388-B-B-108-3,4673.326412,394.8684926,0.570932182
1603,GYKGPHA,Burundi - Irrigated_2018WS,4276956,IR14L395,4785.53842,426.1801722,0.508445426
1604,GYKGPHA,Burundi - Irrigated_2018WS,2451117,IR09A235,5420.536378,419.0361461,0.526477094
1605,GYKGPHA,Burundi - Irrigated_2018WS,4278014,IR14L586,4792.372121,430.1805493,0.498900264
1606,GYKGPHA,Burundi - Irrigated_2018WS,3771803,IR13L188,4729.835095,338.8353635,0.692369309
1607,GYKGPHA,Burundi - Irrigated_2018WS,300045463,IR15L1419,4422.342288,438.3141127,0.479115092
1608,GYKGPHA,Burundi - Irrigated_2018WS,3658769,IR13N102,4757.834061,416.2205505,0.532195198
1609,GYKGPHA,Burundi - Irrigated_2018WS,4395286,IR15A1103,4817.601606,394.4677545,0.560498133
1610,GYKGPHA,Burundi - Irrigated_2018WS,3946140,IR14L156,4471.860577,443.5708461,0.466880327
1611,GYKGPHA,Burundi - Irrigated_2018WS,4688573,PR37464-31-3-2-2-2-3-1-B-5-1-1,5243.879662,449.1614065,0.461429762
1612,GYKGPHA,Burundi - Irrigated_2018WS,4194510,IR14F703,4772.349759,309.693315,0.730575735
1613,GYKGPHA,Burundi - Irrigated_2018WS,300437396,IR16F1079,5467.09063,422.8578582,0.519020572
1614,GYKGPHA,Burundi - Irrigated_2018WS,4333583,IR97418-32-3-1-AJY 1-1,4246.918364,398.0973807,0.575957207
1615,GYKGPHA,Burundi - Irrigated_2018WS,300160009,IR15L1656,4727.603173,361.2156691,0.646406398
1616,GYKGPHA,Burundi - Irrigated_2018WS,1162264,SAMBHA MAHSURI,4850.615422,363.0410367,0.624792421
1617,GYKGPHA,Burundi - Irrigated_2018WS,4220423,IR105469:72-18-2,4720.028659,419.9436346,0.513168868
1618,GYKGPHA,Burundi - Irrigated_2018WS,4029135,IR14L256,5097.537679,428.5802512,0.502886767
1619,GYKGPHA,Burundi - Irrigated_2018WS,2254836,SAMBHA MAHSURI-SUB1,4815.562729,373.9438216,0.618361614
1620,GYKGPHA,Burundi - Irrigated_2018WS,300159905,IR15L1222,4741.301038,362.691726,0.643510673
1621,GYKGPHA,Burundi - Irrigated_2018WS,300099955,IR103399-B-B-2-3,4345.766166,430.716211,0.499965226
1622,GYKGPHA,Burundi - Irrigated_2018WS,4452548,IR100692-AJY 5-1-AJY 1,5190.583283,419.5455071,0.516720216
1623,GYKGPHA,Burundi - Irrigated_2018WS,2972309,IR11A297,5476.532295,399.6849719,0.568123172
1624,GYKGPHA,Burundi - Irrigated_2018WS,300224531,IR16L1499,4795.306575,396.8979674,0.576170026
1625,GYKGPHA,Burundi - Irrigated_2018WS,300099796,IR103377-B-B-3-3,5071.568041,440.7525727,0.473613671
1626,GYKGPHA,Burundi - Irrigated_2018WS,3041133,IR86385-194-2-1-B,4579.926009,348.199113,0.671744375
1627,GYKGPHA,Burundi - Irrigated_2018WS,300437489,IR16F1172,4999.265741,436.2479011,0.488269545
1628,GYKGPHA,Burundi - Irrigated_2018WS,300589954,IR108034-B-B-B-5-B-B,4523.406474,415.4470758,0.536186054
1629,GYKGPHA,Burundi - Irrigated_2018WS,1111689,IR03A262,5236.898163,410.2916995,0.53907965
1630,GYKGPHA,Burundi - Irrigated_2018WS,300589989,IR108031-B-B-B-2-B-B,5151.109725,408.7469617,0.551393726
1631,GYKGPHA,Burundi - Irrigated_2018WS,1960929,IR06A150,5279.200599,412.3705677,0.533527621
1632,GYKGPHA,Burundi - Irrigated_2018WS,2433533,IR09A228,5356.53637,388.4384539,0.595691702
1633,GYKGPHA,Burundi - Irrigated_2018WS,4275086,IR14L345,4542.042251,393.0069775,0.581867091
1634,GYKGPHA,Burundi - Irrigated_2018WS,4609623,IR15A4029,4890.233511,306.6408786,0.745678285
1635,GYKGPHA,Burundi - Irrigated_2018WS,300134060,IR15T1473,5283.513453,440.2449108,0.474828086
1636,GYKGPHA,Burundi - Irrigated_2018WS,300100002,IR103406-B-B-3-2,4880.727389,440.9390708,0.473244552
1637,GYKGPHA,Burundi - Irrigated_2018WS,3853540,IR91648-B-117-B-1-1,4722.307188,317.5825709,0.730279633
1638,GYKGPHA,Burundi - Irrigated_2018WS,3806774,IR13N157,4639.555415,421.3763759,0.518840729
1639,GYKGPHA,Burundi - Irrigated_2018WS,94801,IRRI 123,4778.012374,351.9900989,0.664811153
1640,GYKGPHA,Burundi - Irrigated_2018WS,300100298,IR103791-B-B-3-1,4888.579547,403.7806488,0.559471873
1641,GYKGPHA,Burundi - Irrigated_2018WS,300100240,IR103785-B-B-1-3,4665.227985,417.5402327,0.52913882
1642,GYKGPHA,Burundi - Irrigated_2018WS,400000015,GWIZUMWIMBU,5501.425466,362.5405797,0.29842406
1643,GYKGPHA,Burundi - Irrigated_2018WS,1838118,NSIC 2016 RC 468,5064.528623,433.0057231,0.483456383
1644,GYKGPHA,Burundi - Irrigated_2018WS,300039577,IR99047-B-B-B-B-47,4988.281099,433.8808534,0.490555024
1645,GYKGPHA,Burundi - Irrigated_2018WS,300437350,IR16F1033,5306.767934,372.569739,0.627775482
1646,GYKGPHA,Burundi - Irrigated_2018WS,300589958,IR108048-B-B-B-6-B-B,5221.251937,401.0989723,0.567908064
1647,GYKGPHA,Burundi - Irrigated_2018WS,300099979,IR103404-B-B-1-3,5423.759084,438.7127904,0.478771268
1648,GYKGPHA,Burundi - Irrigated_2018WS,1201260,IR04A115,5178.462099,383.7925611,0.601627101
1649,GYKGPHA,Burundi - Irrigated_2018WS,4194599,IR14F690,4849.402083,309.8601162,0.730285432
1650,GYKGPHA,Burundi - Irrigated_2018WS,300100396,IR103802-B-B-2-3,4730.466913,414.8901434,0.535235815
1651,GYKGPHA,Burundi - Irrigated_2018WS,1847260,SWARNA-SUB1,4965.334238,343.2124061,0.66551121
1652,GYKGPHA,Burundi - Irrigated_2018WS,2972293,IR11A293,5527.444433,399.2454982,0.569072391
1653,GYKGPHA,Burundi - Irrigated_2018WS,4339585,IR14L594,5195.793385,445.0765011,0.467433633
1654,GYKGPHA,Burundi - Irrigated_2018WS,300589929,IR108028-B-B-B-1-B-B,5527.609047,376.6674647,0.619163259
1655,GYKGPHA,Burundi - Irrigated_2018WS,300100153,IR103421-B-B-5-3,5254.325934,423.9529264,0.513114906
1656,GYKGPHA,Burundi - Irrigated_2018WS,4028465,IR14L261,3935.400576,433.7440294,0.490270493
1657,GYKGPHA,Burundi - Irrigated_2018WS,4274214,IR14L297,5079.359022,424.710323,0.511716941
1658,GYKGPHA,Burundi - Irrigated_2018WS,123287,TDK 1,4443.097034,409.5236519,0.545627893
1659,GYKGPHA,Burundi - Irrigated_2018WS,2147653,IR81023-B-116-1-2,4279.609509,418.5237968,0.517654488
1660,GYKGPHA,Burundi - Irrigated_2018WS,300234317,IR103728-B-B-B-B-1,5279.379214,437.3702332,0.481463787
1661,GYKGPHA,Burundi - Irrigated_2018WS,3425965,IR12A329,5050.323137,395.1952372,0.577362721
1662,GYKGPHA,Burundi - Irrigated_2018WS,300718726,IR118170-B-52-1-1-3,4658.664609,389.6975477,0.59008762
1663,GYKGPHA,Burundi - Irrigated_2018WS,300038744,IR99982-B-B-B-B-1,5440.415449,403.9186994,0.559041994
1664,GYKGPHA,Burundi - Irrigated_2018WS,3944836,IR14L101,4650.800051,399.9849332,0.569922823
1665,GYKGPHA,Burundi - Irrigated_2018WS,300437476,IR16F1159,4542.060053,432.1375391,0.498340157
1666,GYKGPHA,Burundi - Irrigated_2018WS,2972796,IR11N202,5033.634042,414.5287779,0.53554112
1667,GYKGPHA,Burundi - Irrigated_2018WS,4229118,IR14A185,4985.386291,396.0188698,0.574201832
1668,GYKGPHA,Burundi - Irrigated_2018WS,300100320,IR103794-B-B-1-2,5142.570666,428.6767494,0.502894453
1669,GYKGPHA,Burundi - Irrigated_2018WS,144974,IR54447-3B-10-2,5688.425833,441.2466928,0.447942397
1670,GYKGPHA,Burundi - Irrigated_2018WS,1161410,IR74371-46-1-1,4330.22276,375.2690728,0.612456992
1671,GYKGPHA,Burundi - Irrigated_2018WS,2858722,IR10A231,5138.624891,437.5722696,0.485523998
1672,GYKGPHA,Burundi - Irrigated_2018WS,2642849,IR09M120,5457.25142,424.1367988,0.512266288
1673,GYKGPHA,Burundi - Irrigated_2018WS,4194537,IR14F707,4856.253709,309.9143697,0.730190975
1674,GYKGPHA,Burundi - Irrigated_2018WS,2971736,IR11N121,5322.619108,427.7283182,0.508482114
1675,GYKGPHA,Burundi - Irrigated_2018WS,300100331,IR103795-B-B-2-1,4674.928423,414.2779128,0.535929564
1676,GYKGPHA,Burundi - Irrigated_2018WS,4333471,IR96173-34-3-2-AJY 3-1,5860.535943,445.4154122,0.466604709
1677,GYKGPHA,Burundi - Irrigated_2018WS,3592078,IR13N134,5524.892047,444.9036953,0.4636777
1678,GYKGPHA,Burundi - Irrigated_2018WS,1401800,IR05N341,5707.192901,429.3333115,0.501231294
1679,GYKGPHA,Burundi - Irrigated_2018WS,300223848,IR16L1411,4713.93693,415.2518588,0.53265411
1680,GYKGPHA,Burundi - Irrigated_2018WS,1635226,IR79913-B-176-B-4,4381.500747,431.8338121,0.488801557
1681,GYKGPHA,Burundi - Irrigated_2018WS,300172496,IR101793-1-1-1-3-5-4,5107.229155,385.4464938,0.603206471
1682,GYKGPHA,Burundi - Irrigated_2018WS,3773687,IR13L337,4368.469073,412.9440268,0.538410541
1683,GYKGPHA,Burundi - Irrigated_2018WS,400000014,MUGWIZA,5469.683673,362.1632349,0.299883749
1684,GYKGPHA,Burundi - Irrigated_2018WS,3658875,IR13A107,5649.741985,418.1430753,0.526667416
1685,GYKGPHA,Burundi - Irrigated_2018WS,3041060,IR86385-98-1-1-B,4879.759606,348.182115,0.671776423
1686,GYKGPHA,Burundi - Irrigated_2018WS,2348720,IR08A176,5238.950701,414.015772,0.536870034
1687,GYKGPHA,Burundi - Irrigated_2018WS,300159798,IR15L1203,4908.060355,442.2520648,0.469713459
1688,GYKGPHA,Burundi - Irrigated_2018WS,1133741,IR03A568,4637.451144,434.9103067,0.487931234
1689,GYKGPHA,Burundi - Irrigated_2018WS,300350880,IR108135-B-1-AJY 1-B-1,4775.644612,430.6761934,0.497431025
1690,GYKGPHA,Burundi - Irrigated_2018WS,3425923,IR12A173,5051.658293,436.864127,0.482555667
1691,GYKGPHA,Burundi - Irrigated_2018WS,300718347,IR117823-B-38-3-2-3,5490.722934,358.7530895,0.655060448
1692,GYKGPHA,Burundi - Irrigated_2018WS,3041036,IR86385-80-1-2-B,5084.517671,348.4081894,0.671350054
1693,GYKGPHA,Burundi - Irrigated_2018WS,2158291,IR79971-B-227-B-B,4303.197722,410.2416282,0.536340481
1694,GYKGPHA,Burundi - Irrigated_2018WS,4226358,IR110615-C1-B-B-B-1-1,5727.186146,440.6768151,0.47770425
1695,GYKGPHA,Burundi - Irrigated_2018WS,300437362,IR16F1045,5786.721643,411.2738384,0.545379173
1696,GYKGPHA,Burundi - Irrigated_2018WS,1265595,KOMBOKA (IR05N221),5074.245848,428.7431559,0.494291091
1697,GYKGPHA,Burundi - Irrigated_2018WS,4453473,IR100688-15-AJY 2-CMU 2,4952.172628,439.074769,0.469676191
1698,GYKGPHA,Burundi - Irrigated_2018WS,4214820,IR99054-B-B-1,5094.732125,443.9757809,0.456951916
1699,GYKGPHA,Burundi - Irrigated_2018WS,300159918,IR15L1505,4900.988982,331.8791282,0.701509085
1700,GYKGPHA,Burundi - Irrigated_2018WS,4731993,IR127152-2-10,5096.602551,351.6344098,0.654910207
1701,GYKGPHA,Burundi - Irrigated_2018WS,300071001,IR15T1133,4985.840465,439.7402933,0.4697179
1702,GYKGPHA,Burundi - Irrigated_2018WS,4193113,IR14F713,4969.841718,309.5589717,0.730809434
1703,GYKGPHA,Burundi - Irrigated_2018WS,300719793,IR118165-B-9-2-1-5,4845.171485,375.5679236,0.619073415
1704,GYKGPHA,Burundi - Irrigated_2018WS,300589957,IR108028-B-B-B-4-B-B,5545.846488,376.6402937,0.6192182
1705,GYKGPHA,Burundi - Irrigated_2018WS,3042709,IR55423-01,4776.913553,336.8230975,0.601440015
1706,GYKGPHA,Burundi - Irrigated_2018WS,1158937,CIHERANG,5248.865598,335.4539401,0.692626869
1707,GYKGPHA,Burundi - Irrigated_2018WS,4453460,IR100701-AJY 24-AJY 1-CMU 1,4535.508195,409.7673617,0.538884537
1708,GYKGPHA,Burundi - Irrigated_2018WS,4453095,IR92831-22-BAY 2-1-CMU 1,4727.458362,433.4837871,0.491269831
1709,GYKGPHA,Burundi - Irrigated_2018WS,300718661,IR117826-B-3-2-2-3,4798.318102,343.1737471,0.684420169
1710,GYKGPHA,Burundi - Irrigated_2018WS,3523215,IR12N249,5179.495482,439.9091892,0.479682575
1711,GYKGPHA,Burundi - Irrigated_2018WS,300046424,IR15L1442,5296.101082,438.6161458,0.478913933
1712,GYKGPHA,Burundi - Irrigated_2018WS,3521099,BRRI dhan 55,5163.886251,345.661983,0.362229141
1713,GYKGPHA,Burundi - Irrigated_2018WS,4474307,IR15D120,5061.660482,446.3537715,0.464084759
1714,GYKGPHA,Burundi - Irrigated_2018WS,4204305,IR105479:64-2,4528.999993,422.344001,0.503576074
1715,GYKGPHA,Burundi - Irrigated_2018WS,300159488,IR15L1153,5247.454539,431.993075,0.494030386
1716,GYKGPHA,Burundi - Irrigated_2018WS,1253989,IRRI 154,4803.073262,268.4883802,0.802770268
1717,GYKGPHA,Burundi - Irrigated_2018WS,3040989,IR86385-24-3-1-B,4745.914467,348.0468445,0.672031406
1718,GYKGPHA,Burundi - Irrigated_2018WS,400000013,KAZOSI,5497.293947,362.2002291,0.29974071
1719,GYKGPHA,Burundi - Irrigated_2018WS,3082649,IR11L122,4908.872808,442.7714493,0.468620175
1720,GYKGPHA,Burundi - Irrigated_2018WS,2488348,IR82635-B-B-75-2,4758.985264,383.8817285,0.601196072
1721,GYKGPHA,Burundi - Irrigated_2018WS,4275818,IR14L545,4651.943788,419.952986,0.522375628
1722,GYKGPHA,Burundi - Irrigated_2018WS,300100196,IR103781-B-B-2-1,5306.938778,417.2876319,0.529118556
1723,GYKGPHA,Burundi - Irrigated_2018WS,300100249,IR103786-B-B-1-3,4966.311063,436.3065657,0.484304585
1724,GYKGPHA,Burundi - Irrigated_2018WS,4193103,IR14F711,4858.990223,310.1395314,0.729798785
1725,GYKGPHA,Burundi - Irrigated_2018WS,4275035,IR14L331,4672.534987,392.6048522,0.582722321
1726,GYKGPHA,Burundi - Irrigated_2018WS,2146449,IR81047-B-106-2-4,3894.729438,418.9385734,0.51669796
1727,GYKGPHA,Burundi - Irrigated_2018WS,4027390,IR95781-15-1-1-4,4419.380457,415.3537194,0.532695359
1728,GYKGPHA,Burundi - Irrigated_2018WS,3638786,IR91648-B-289-B ,4698.278104,315.8382957,0.731621686
1729,GYKGPHA,Burundi - Irrigated_2018WS,4027372,IR14L253,4898.83887,410.3855883,0.545482944
1730,GYKGPHA,Burundi - Irrigated_2018WS,300719024,IR118170-B-18-1-1-3,4901.268279,389.3498947,0.590818667
1731,GYKGPHA,Burundi - Irrigated_2018WS,1192189,IR77080-B-34-3,4953.003756,382.4367083,0.585746294
1732,GYKGPHA,Burundi - Irrigated_2018WS,300718893,IR117823-B-43-1-1-1,5453.053563,358.8443193,0.654884992
1733,GYKGPHA,Burundi - Irrigated_2018WS,1189517,IR72667-16-1-B-B-3,4740.822834,434.4546034,0.488404421
1734,GYKGPHA,Burundi - Irrigated_2018WS,82290,RC 18,4799.808754,411.1705111,0.546045838
1735,GYKGPHA,Burundi - Irrigated_2018WS,2652391,IR83381-B-B-137-3,4555.658899,419.9252329,0.515385495
1736,GYKGPHA,Burundi - Irrigated_2018WS,300589964,IR108044-B-B-B-3-B-B,5294.838274,430.7272261,0.501114663
1737,GYKGPHA,Burundi - Irrigated_2018WS,4194486,IR14F697,4868.522629,310.7138053,0.728797215
1738,GYKGPHA,Burundi - Irrigated_2018WS,3771609,IR92522-45-3-1-4,5045.188951,432.5768214,0.492662042
1739,GYKGPHA,Burundi - Irrigated_2018WS,2652531,IR09L226,4842.284574,386.5552913,0.588530911
1740,GYKGPHA,Burundi - Irrigated_2018WS,4689013,PR42071-14-2-2-2,5659.449205,445.1704941,0.454025361
1741,GYKGPHA,Burundi - Irrigated_2018WS,3853388,IR91648-B-20-B-3-1,4723.592626,318.0144254,0.729545593
1742,GYKGPHA,Burundi - Irrigated_2018WS,300100230,IR103784-B-B-1-2,4591.34561,394.879772,0.57898718
1743,GYKGPHA,Burundi - Irrigated_2018WS,300223871,IR16L1419,4578.870647,389.6825697,0.588398209
1744,GYKGPHA,Burundi - Irrigated_2018WS,4689031,PR44522-15-5-2-B,4982.121052,445.9750202,0.452050173
1745,GYKGPHA,Burundi - Irrigated_2018WS,2451001,IR09N516,4494.400832,395.2514792,0.578053128
1746,GYKGPHA,Burundi - Irrigated_2018WS,300350892,IR108175-B-22-AJY 3-B-1,4819.177643,446.2206396,0.460520347
1747,GYKGPHA,Burundi - Irrigated_2018WS,4732011,IR127155-1-22,5134.918617,376.9309986,0.59535287
1748,GYKGPHA,Burundi - Irrigated_2018WS,300100388,IR103801-B-B-3-1,4748.768876,424.5442287,0.512089806
1749,GYKGPHA,Burundi - Irrigated_2018WS,3158718,IR11N313,5147.957747,439.2254558,0.477173712
1750,GYKGPHA,Burundi - Irrigated_2018WS,300160564,IR15L1361,4563.458841,361.0145531,0.646800033
1751,GYKGPHA,Burundi - Irrigated_2018WS,300100256,IR103787-B-B-1-1,4906.169483,424.1109358,0.513700358
1752,GYKGPHA,Burundi - Irrigated_2018WS,300718433,IR117826-B-43-1-2-5,4827.210061,343.0622342,0.684625229
1753,GYKGPHA,Burundi - Irrigated_2018WS,300287234,IR100842-B-B RGA-B RGA-B RGA-9,4692.998101,411.3735455,0.545470837
1754,GYKGPHA,Burundi - Irrigated_2018WS,4453621,IR100638-12-AJY 3-CMU 2,5095.460897,420.9557522,0.513671099
1755,GYKGPHA,Burundi - Irrigated_2018WS,300589996,IR108040-B-B-B-4-B-B,5116.308723,433.0458225,0.495907887
1756,GYKGPHA,Burundi - Irrigated_2018WS,2524949,IR09A130,5068.216205,372.5316086,0.626103888
1757,GYKGPHA,Burundi - Irrigated_2018WS,4277805,IR14L440,4666.474212,420.6789354,0.520670724
1758,GYKGPHA,Burundi - Irrigated_2018WS,300100048,IR103411-B-B-3-3,5398.576556,437.1047545,0.482370339
1759,GYKGPHA,Burundi - Irrigated_2018WS,3423716,IR12A136,4583.021883,435.7780133,0.48940358
1760,GYKGPHA,Burundi - Rainfed_2018WS,1855984,IR06N188,3861.218658,350.0627522,0.289859645
1761,GYKGPHA,Burundi - Rainfed_2018WS,3426973,IR12N231,4132.988018,352.2975383,0.290923779
1762,GYKGPHA,Burundi - Rainfed_2018WS,300589943,IR108043-B-B-B-6-B-B,4003.21141,325.8117761,0.398716781
1763,GYKGPHA,Burundi - Rainfed_2018WS,1253961,IR04A428,4338.023482,319.5108836,0.411006568
1764,GYKGPHA,Burundi - Rainfed_2018WS,1253957,IR04A429,4189.112922,323.1328008,0.397577437
1765,GYKGPHA,Burundi - Rainfed_2018WS,63333,IR68,4047.186324,339.5230629,0.334128438
1766,GYKGPHA,Burundi - Rainfed_2018WS,300437414,IR16F1097,4358.875362,344.6510899,0.327096271
1767,GYKGPHA,Burundi - Rainfed_2018WS,300718376,IR118172-B-56-2-1-3,3927.454397,311.9196739,0.447700628
1768,GYKGPHA,Burundi - Rainfed_2018WS,2697797,IR10N230,3895.312061,338.7660573,0.349908126
1769,GYKGPHA,Burundi - Rainfed_2018WS,2819750,NSIC 2016 RC 466,3862.731412,339.9696533,0.345159783
1770,GYKGPHA,Burundi - Rainfed_2018WS,300099877,IR103387-B-B-3-3,3848.842284,322.509004,0.407032307
1771,GYKGPHA,Burundi - Rainfed_2018WS,2876274,IR86781-3-3-1-1,3980.039907,348.8814215,0.304608479
1772,GYKGPHA,Burundi - Rainfed_2018WS,3427008,IR12A282,4031.138209,351.2356233,0.295192011
1773,GYKGPHA,Burundi - Rainfed_2018WS,300160232,IR15L1564,4014.87924,298.841866,0.490015528
1774,GYKGPHA,Burundi - Rainfed_2018WS,1384968,IR05N359,4024.769972,350.6984566,0.287501874
1775,GYKGPHA,Burundi - Rainfed_2018WS,300100114,IR103419-B-B-1-3,3847.547624,304.0371538,0.474398792
1776,GYKGPHA,Burundi - Rainfed_2018WS,2487859,IR82589-B-B-84-3,3773.939531,313.2080449,0.437698183
1777,GYKGPHA,Burundi - Rainfed_2018WS,2697451,IR10N134,3883.648554,344.4162424,0.328381729
1778,GYKGPHA,Burundi - Rainfed_2018WS,300099976,IR103401-B-B-3-3,4050.279473,341.8022609,0.333201671
1779,GYKGPHA,Burundi - Rainfed_2018WS,300437378,IR16F1061,4174.525581,323.7154637,0.406795554
1780,GYKGPHA,Burundi - Rainfed_2018WS,300223874,IR16L1421,3890.372574,317.2324236,0.425204617
1781,GYKGPHA,Burundi - Rainfed_2018WS,2816318,IR10M210,3885.511471,339.6518625,0.346723752
1782,GYKGPHA,Burundi - Rainfed_2018WS,2309546,IR81412-B-B-82-1,3745.267758,333.1547678,0.357427145
1783,GYKGPHA,Burundi - Rainfed_2018WS,300589973,IR108042-B-B-B-4-B-B,4356.140201,350.0228977,0.305671974
1784,GYKGPHA,Burundi - Rainfed_2018WS,4140037,IR87959-6-2-3-1-2-BAY B-CMU 1,4086.811392,347.6455079,0.319033954
1785,GYKGPHA,Burundi - Rainfed_2018WS,300719160,IR118172-B-2-3-1-4,3969.056632,311.9923835,0.447443112
1786,GYKGPHA,Burundi - Rainfed_2018WS,2969190,IR86857-101-2-1-3,3718.108813,353.7968614,0.285190387
1787,GYKGPHA,Burundi - Rainfed_2018WS,2318925,IR82077-B-B-71-1,3554.352586,344.9809843,0.310920021
1788,GYKGPHA,Burundi - Rainfed_2018WS,300719790,IR118165-B-9-2-1-2,3612.244827,320.4114753,0.415770801
1789,GYKGPHA,Burundi - Rainfed_2018WS,3154372,IR87707-446-B-B-B,3664.678409,258.0991644,0.624888837
1790,GYKGPHA,Burundi - Rainfed_2018WS,4028089,IR14L245,3905.447365,339.5170129,0.344422973
1791,GYKGPHA,Burundi - Rainfed_2018WS,4688859,PR44420-36-4-3,4345.738433,352.7048756,0.253747275
1792,GYKGPHA,Burundi - Rainfed_2018WS,2696701,IR10N271,3889.521537,355.0912323,0.281040456
1793,GYKGPHA,Burundi - Rainfed_2018WS,300644467,IR108963:6-1-1-3,4027.270545,274.4409845,0.152846298
1794,GYKGPHA,Burundi - Rainfed_2018WS,300099883,IR103388-B-B-2-3,3733.603995,321.2435859,0.411676394
1795,GYKGPHA,Burundi - Rainfed_2018WS,300718760,IR118166-B-14-2-1-2,4177.525954,352.6896145,0.292583031
1796,GYKGPHA,Burundi - Rainfed_2018WS,300159916,IR15L1504,4091.040914,284.6666558,0.537249099
1797,GYKGPHA,Burundi - Rainfed_2018WS,300224366,IR16L1478,4110.175396,342.2375211,0.331224846
1798,GYKGPHA,Burundi - Rainfed_2018WS,300293456,IR99993-B-B RGA-B RGA-B RGA-1,3846.633194,317.085282,0.428182627
1799,GYKGPHA,Burundi - Rainfed_2018WS,300099866,IR103386-B-B-3-1,3647.702869,335.3487715,0.358145434
1800,GYKGPHA,Burundi - Rainfed_2018WS,3519926,IR12L321,3786.91246,337.6615714,0.34995738
1801,GYKGPHA,Burundi - Rainfed_2018WS,4275465,IR14L362,3829.156235,331.2018584,0.373613246
1802,GYKGPHA,Burundi - Rainfed_2018WS,1161409,IR74371-70-1-1,3778.415217,312.07758,0.435242075
1803,GYKGPHA,Burundi - Rainfed_2018WS,300134004,IR15T1469,4181.684339,349.3052278,0.303503643
1804,GYKGPHA,Burundi - Rainfed_2018WS,300100036,IR103410-B-B-2-3,4304.63531,348.3889897,0.307377166
1805,GYKGPHA,Burundi - Rainfed_2018WS,4229178,IR14A216,3507.116436,342.1001965,0.322043629
1806,GYKGPHA,Burundi - Rainfed_2018WS,4443835,IR15L1008,3947.739255,337.3437807,0.351531099
1807,GYKGPHA,Burundi - Rainfed_2018WS,4689025,PR44517-10-2-1-B,4132.803033,357.0402486,0.259957065
1808,GYKGPHA,Burundi - Rainfed_2018WS,2652454,IR83383-B-B-129-4,3782.929976,279.5373274,0.547822833
1809,GYKGPHA,Burundi - Rainfed_2018WS,2847870,Ciherang-Sub1,3629.008179,255.5602928,0.622391596
1810,GYKGPHA,Burundi - Rainfed_2018WS,3659123,IR13N115,4349.721163,348.6261282,0.305937156
1811,GYKGPHA,Burundi - Rainfed_2018WS,300440051,IR96465-B-BGY 372-103,3528.12264,355.5275917,0.266214397
1812,GYKGPHA,Burundi - Rainfed_2018WS,300100403,IR103803-B-B-2-1,3728.915904,327.0933736,0.389826793
1813,GYKGPHA,Burundi - Rainfed_2018WS,300294018,IR100097-B-B RGA-B RGA-8,3959.473015,319.7633311,0.410672353
1814,GYKGPHA,Burundi - Rainfed_2018WS,300350942,IR108289-B-AJY 1-2-B-1,4419.139079,355.8943928,0.280652775
1815,GYKGPHA,Burundi - Rainfed_2018WS,4289449,IR15M1289,3970.257661,353.1885439,0.282341527
1816,GYKGPHA,Burundi - Rainfed_2018WS,2434116,OM4900,4391.893559,332.2978898,0.295151133
1817,GYKGPHA,Burundi - Rainfed_2018WS,3088465,IR10F559,4236.637393,335.0575072,0.360371413
